Titolo,URL,Timestamp,User,(Testo Citato),TESTO,Costruttore,Modello,Brand,Interni,Esterni,Meccanica,Prestazioni,Consumi/Autonomia,Motore,Elettrico,Fuoristrada,Elettronica di Bordo,Manutenzione,Assistenza/Concessionari
Per chi ama il Generale LEE!,https://www.bmwpassion.com/forum/threads/per-chi-ama-il-generale-lee.53178/,2007-07-30 00:00:00,SniperBMW,,http://www.charger.nl/esempio..... di quello che troverete all'interno ! ,,,,,,,,,,,,,,
Alfa Romeo Giulia Quadrifoglio 2016,https://www.autopareri.com/forums/topic/58587-alfa-romeo-giulia-quadrifoglio-2016?&page=1048#comments,2016-11-15 21:05:08,pennellotref,,Gli USA sono pieni di addetti ai lavori ( giornalisti di settore statistici ecc.... ) che mettono in dubbio il valore informativo delle statistiche di CR e JD. Quindi non siamo gli unici... ,,,,,,,,,,,,,,
Elettro ventola radiatore lato guida,http://www.porschemania.it/discus/messages/502415/662637.html?1381618543,2013-08-30 19:56:00,sassaroli73,,Bene ragazzi vi aggiorno sulla situazione la ventola \xe8 guasta ed in pi\xf9 anche le due resistenze che attivano la prima velocit\xe0 ho acquistato i ricambi usati da top ricambi devo dire molto gentili arriveranno luned\xec ora siccome mi sono rotto della sborraggine del mio meccanico ho deciso che cambier\xf2 la ventola da solo volevo quindi un aiuto da parte di chi sa quale \xe8 il metodo migliore per intervenire grazie anticipatamente.....,,,,,,,,,,,,,,
Alfa Romeo Giulia 2016,https://www.autopareri.com/forums/topic/60616-alfa-romeo-giulia-2016?&page=235#comments,2016-04-02 05:48:44,briesola,,Nonostante un frontale ancora molto aggressivo imho si notano i 10 anni di differenza... Della 159 non mi è mai piaciuto l enorme sbalzo anteriore ma sopratutto l'andamento raccordato parafango/ paraurti prima del faro anteriore... Avete visto le immagini ufficiali dello Stelvio ? ,,,,,,,,,,,,,,
YoungTimer,https://www.bmwpassion.com/forum/threads/youngtimer.330503/,2007-11-06 00:00:00,labrie_it,,Vorrei aprire un topic a favore delle Young Timer che esse siano BMW o altro. Recentemente è anche uscito un giornale che ne parla.In Germania e altri Paesi ovviamente ci sono riviste del genere già da anni e questo genere di auto è facile da vedere per strada anche tenuto benissimo.La mia si può anche già considerare quasi Young Timer quindi sono di parte ma io sono innamorato di quasi tutti i modelli di quelle auto. Ad esempio:Golf Rally un modello molto speciale con valutazioni abbastanza alte rispetto alle altre mk2. Non mi dispiacerebbe averne una in garage.Altrimenti anche il primo GTI un pezzo di storia ( ormai quasi d'epoca più che young timer ! ) ,,,,,,,,,,,,,,
Hyundai i30 N - i30 N Fastback,https://forum.quattroruote.it/threads/hyundai-i30-n-i30-n-fastback.111294/page-4,2017-07-25 00:00:00,elancia75,,edit ,,,,,,,,,,,,,,
Chi viaggia qui in BMW e in MB?,https://www.bmwpassion.com/forum/threads/chi-viaggia-qui-in-bmw-e-in-mb.54596/,2003-05-23 00:00:00,El Nino,'???',Ovviamente lascimo le smartine fuori dal coro altrimenti l'affluenza andrebbe oltre le aspettative.Nel settore PREMIUM sono le prime 2 ai vertici..........oltre a condividere la trazione posteriore.....per il resto 2 filosofie diverse di concepire l'auto.Inzio ioBMW 530 E60MB SLK 200 Kompressor R170 ,,,,,,,,,,,,,,
la batcaverna 635csi &co,https://www.bmwpassion.com/forum/threads/la-batcaverna-635csi-co.85405/page-63,2006-10-10 00:00:00,simone72,'Finalmente una riconoscenza ad un appassionato ver e che contribuisce attivamente sul forum con tanta esperienz sono le persone come lui che arricchiscono di argomenti una discussion Ale complimenti ',Ecco perchè mi vedrei in fuga ,,,,,,,,,,,,,,
Lamborghini Gallardo 16000 Km,https://forum.quattroruote.it/threads/lamborghini-gallardo-16000-km.10227/,2010-07-20 00:00:00,eafkuor,,"Ovviamente non posso sapere nulla riguardo l'autore del topic ma in genere per poterti permettere una macchina del genere devi nascere di famiglia ricca ed ereditare qualcosa ( che siano soldi che sia una azienda o un lavoro ) . In Italia per quanto puoi essere bravo è molto difficile arrivare ad avere una valanga di soldi del genere partendo dal nulla. Certo non è impossibile ma molto difficile ! Ci tengo a precisare che non sto dicendo ""il mondo è ingiusto chi eredita una fortuna va in giro in lamborghini e chi ha una laurea va in giro con una panda"" e non voglio neanche generalizzare il discorso che sto facendo ! Ci tenevo solo a precisare che la storia ""dimmi che lavoro fai e come si fa per farlo"" è abbastanza irrealistica tutto qua ( altrimenti lo farebbero tutti ) ",,,,,,,,,,,,,,
Abarth 695 (Topic Ufficiale),https://www.autopareri.com/forums/topic/44318-abarth-695-topic-ufficiale?&page=4#comments,2011-11-21 13:14:04,Touareg 2.5,,Ecco la versione .. Assetto Corse autoblog.it Press Release : ,,,,,,,,,,,,,,
Honda Accord decima generazione,https://forum.quattroruote.it/threads/honda-accord-decima-generazione.111375/,2017-07-14 00:00:00,adrn.,,http://www.quattroruote.it/news/nov...o_e_informazioni_della_nuova_generazione.html Bella . Quante novità ragazzi . 10 marce sul cambio automatico motore turbo sospensioni mi pare di ricordare diverse perche' la IX aveva i quadrilateri e questo ibrido con tre motori. Come funzionerebbe ? Sapete ? ,,,,,,,,,,,,,,
Kia Sportage (Topic Ufficiale - 2010),https://www.autopareri.com/forums/topic/36943-kia-sportage-topic-ufficiale-2010?&page=538#comments,2011-05-03 07:00:29,gmonte,,"A volte specialmente in salita sono in quarta e il suggeritore mi chiede la sesta Trovo che sia particolarmente stupido in montagna ho la sensazione che si basi solo sui giri del motore e non sulla possibilita' di ""tenere"" la marcia. In alcune particolari condizioni si puo' anche assecondare ma se uno lo segue sempre sono certo che rischia di sporcare gli iniettori. ",,,,,,,,,,,,,,
Esperienza Positiva in un CP ufficiale,http://www.porschemania.it/discus/messages/22971/638890.html?1358716340,2013-01-20 22:12:00,terny,,Quello che mi ha veramente schifato e' il fatto che si fanno pagare come fior di professionisti e lavorano da cani e neanche addestrati. Il CP di Piacenza ( Lodigiani ) e' anche concessionario di tutti gli altri marchi VW io gia' mi servivo da loro per la manutenzione delle altre miei auto e cio' che mi ha fatto incazz... e' stato scoprire che la manodopera la espongono a 45 per le volkswagen ( attenendosi scrupolosamente ai tempari ) e 66 per porsche ed audi ( gonfiando oltre modo le ore l'ho verificato anche con un amico che si rivolge a loro per la manutenzione di una a6 che ha controllato le fatture dopo quello che gli ho raccontato ) . A me pare vergognoso e schifoso anche perche' i meccanici sono gli stessi ( asini ) su tutti i marchi. Va da se' che a loro non mi rivolgero' mai piu' cosi' come non acquistero' mai piu' auto del gruppo VW sino a quando a Piacenza ci sara' da rivolgersi a loro a meno di non fare dei pellegrinaggi presso altri ufficiali.,,,,,,,,,,,,,,
Consigli per gli acquisti ,http://www.porschemania.it/discus/messages/502416/838948.html?1547493686,2018-07-03 11:37:00,davide79,,Funziona. Il sistema infotainment \xe8 di livello alto.,,,,,,,,,,,,,,
Lexus IS 2013,https://www.autopareri.com/forums/topic/50168-lexus-is-2013?&page=14#comments,2013-01-15 15:50:07,X82,,Lascia perdere il fare due conti. So che è così ma da noi il diesel è uno zoccolo duro. È poi il vantaggio dell'ibrido non è che si sposa con tutte le tipologie di automobilista vedi chi fa tanta autostrada Inviato da Tapatalk tramite iPhone ,,,,,,,,,,,,,,
Astra 1.8 140CV,https://www.bmwpassion.com/forum/threads/astra-1-8-140cv.26738/page-2,2005-01-02 00:00:00,adnew,,Il 1.9 JTDm da 120CV viene 2000€ in più ( costa come la 1.8 con GPL ) il 150CV costa 3700€ in più. Ma sinceramente preferisco il benzina + GPL: più economico e circolo sempre ,,,,,,,,,,,,,,
Alfa Romeo MiTo (Topic Ufficiale - 2008),https://www.autopareri.com/forums/topic/27704-alfa-romeo-mito-topic-ufficiale-2008?&page=1045#comments,2009-06-16 14:39:47,RS6plus,,fai una previsione spannometrica ( sommando quei paesi di cui si sanno anche le classifiche per modelli ) oppure hai qualche dato preciso ? ,,,,,,,,,,,,,,
I futuri benzina Alfa Romeo: TBi & V6 (Riassunto a Pag.1),https://www.autopareri.com/forums/topic/23873-i-futuri-benzina-alfa-romeo-tbi-v6-riassunto-a-pag1?&page=39#comments,2007-10-24 16:12:19,simonepietro,,ok tre anni non quattro. Non è mica speedy gonzales ,,,,,,,,,,,,,,
consumi reali mazda 3 2.2 150cv diesel?,https://forum.quattroruote.it/threads/consumi-reali-mazda-3-2-2-150cv-diesel.96435/page-2,2015-11-23 00:00:00,g.fabbri,"""ormai l'ho ripetuto allo sfinimento""",E infatti ci hai sfinito ! ! ,,,,,,,,,,,,,,
molto simpatica questa rs4,https://www.autopareri.com/forums/topic/17098-molto-simpatica-questa-rs4,2005-12-03 20:38:55,][v][arco,,fuori fa schifo... qua non ci piove. sul motore non so pronunciarmi dato che di tecnica ne so molto poca... ,,,,,,,,,,,,,,
Misurazione olio,http://www.porschemania.it/discus/messages/22971/543014.html?1296405881,2011-01-27 08:03:00,matozzo,,Motore caldo e a riposo da qualche minuto cos\xec \xe8 anche descritto nel libretto di manutenzione.,,,,,,,,,,,,,,
Buon giorno,https://www.bmwpassion.com/forum/threads/buon-giorno.338853/,2005-01-31 00:00:00,Mauretto,,Buon giorno a tutti sono nuovo utente bmw serie 1 ringrazio tutti per l'accoglienza ! ,,,,,,,,,,,,,,
Maserati  MC3,https://forum.quattroruote.it/threads/maserati-mc3.70442/,2012-10-14 00:00:00,loopo,'eccola qua accompagnata da qualche dato tecnico rivelatoci dal suo papà http://www.omnicorse.it/magazine/18104/ecco-la-maserati-granturismo-mc3',:shock: :thumbup: azzo che bolide ! ! Bellissima guidare un mostro del genere .... un sogno. ,,,,,,,,,,,,,,
Alfa Romeo Giulia 2016,https://www.autopareri.com/forums/topic/60616-alfa-romeo-giulia-2016?&page=519#comments,2016-05-10 09:57:47,Cosimo,,con m4 rimanangono attivi anche se li escludi. Logico che la soglia si alza molto. ,,,,,,,,,,,,,,
Le foto delle vostre Subaru!,https://forum.quattroruote.it/threads/le-foto-delle-vostre-subaru.13632/page-3,2011-05-18 00:00:00,matteomatte1,"matteomatte1 ha scritto: bei cerchi... :thumbup:... Grazie.... E dell'auto cosa ne pensate? Di sedan non se ne vedono molte....... Davvero bella la berlin a parer mio delle legacy è quella venuta meglio. Poi certo non ha la praticità di una wagon. Solo una cosa non mi piace della tu la scritta sull'anteriore.. sa di fumo negli occh di vorrei ma non poss di ostento ma non ho "" matteomatte1 ha scritto: bei cerchi... :thumbup:... Grazie.... E dell'auto cosa ne pensate? Di sedan non se ne vedono molte.... 'bei cerchi... :thumbup:'",non l'avevo vista... :shock: :shock: :shock: io la toglierei anche se avessi la Legacy STI... ,,,,,,,,,,,,,,
Prestazioni Fiat Bravo 1900 del 2007 in salita,https://forum.quattroruote.it/threads/prestazioni-fiat-bravo-1900-del-2007-in-salita.117839/,2018-08-06 00:00:00,Suby01,"'Potrebbero essere tante cose. Ad esempio hai controllato se magari e semplicemente fessurato il tubo di alimentazione aria? Se quello ""sfiata"" non hai la corretta pressione di alimentazione dell'aria.'",Ultimamente é gettonatissimo questo tubo dell'intercooler L'alternativa non proprio economica potrebbe essere la turbina che sta per dire addio. Il secondo imputato oltre al tubo sarebbe stato il debimetro ma é già stato cambiato. Quello si che cambia la macchina dal bianco al nero ,,,,,,,,,,,,,,
Renault Clio III Facelift (Topic Ufficiale - 2008),https://www.autopareri.com/forums/topic/32353-renault-clio-iii-facelift-topic-ufficiale-2008?&page=172#comments,2010-02-07 19:52:54,firestarter83,,HAHAHAHAAHH ! madonna non pensavo bisognasse ''sbudellare'' mezza macchina per montare tweeter e woofer....mi ha scoraggiato un pò quello che mi hai appena detto zaier lo sai ? ma senti una cosa renault lascia i cavi per la predisposizione dei tweeter...ma bisogna fare per forza tutti i passaggi che dici ? ,,,,,,,,,,,,,,
500x Abarth,https://forum.quattroruote.it/threads/500x-abarth.96446/,2015-06-05 00:00:00,hewie,'rimane un suv. il che cozza abbondantemente con il marchio abarth. a meno che abarth non sia davvero diventato solo uno stemmino da appiccicare un pò dove capita. in questo caso mi rimangio tutt e mi aspetterei anche una abarth su base Living....',Dopo Porsche ora anche Lamborghini e successivamente Maserati stanno facendo il SUV ... la Mini countryman JCW la fanno ... perché una 500 X Abarth no ? Ormai i SUV sono il prezzemolo del mondo automotive: ci stanno bene dappertutto. ,,,,,,,,,,,,,,
Quanto avete pagato Ford Focus 2019? O che preventivo avete in mano?,https://forum.quattroruote.it/threads/quanto-avete-pagato-ford-focus-2019-o-che-preventivo-avete-in-mano.121871/,2019-04-13 00:00:00,JoFord,"""Anche il mio non mi sembra male come preventivo considerando che ci sono 1000 euro in più perché wagon rispetto la berlina. Ma entrambi i concessionari mi hanno detto che se la prendo da loro mi tolgono ancora qualcos non penso moltissimo ma magari altri 200 300 euro li spunto. La macchina é molto bella l'unica cosa che mi ferma é il motore !!! Io da 20 anni sempre avuto diesel e vorrei passare al benzina ma il 1.0 125 cv mi sembra sottodimensionato sopratutto se viaggi a pieno carico con famiglia ecc al seguito!! L'ho provata e non è male ma ..... qualcosa non mi convince del tutt e lo step successivo sono 150 cv e il bollo..........""",Anch’io sono un po’ scettico sul 1.0 benzina ancora di più se volessi prendere una s.w. ti dico la verità... ma è vero anche che tutti ne parlano bene. Forse i consumi sono la nota più dolente specie se a pieno carico. Visti i 2000 euro di differenza con la motorizzazione diesel ( e non i 4000 come per le vw ) ci farei un pensierino. Per il resto dovrò fare un giro in altri concessionari alla ricerca di uno sconto concessionario ( oltre quello della casa ) che ad oggi non ho mai ricevuto. Detto ciò penso che il tuo sia un buon preventivo ,,,,,,,,,,,,,,
Nuova outback e prestazioni,https://forum.quattroruote.it/threads/nuova-outback-e-prestazioni.117107/,2018-06-22 00:00:00,lma12,,BHe si ..forse potevano mettere lo stesso motore anche sulla OB ! ,,,,,,,,,,,,,,
Non e' per fare le crociate... ma alzando il numero di giri,https://www.autopareri.com/forums/topic/4927-non-e-per-fare-le-crociate-ma-alzando-il-numero-di-giri,2004-02-20 10:36:19,blueyes,,Gran caxxata secondo me. Possibile che per avere un motore prestazionale si deve andate per forza sul 3.2 ? ,,,,,,,,,,,,,,
?ACQUISTO NEGATIVO DELLA KIA CEED 14 SW BIFUEL?,https://forum.quattroruote.it/threads/acquisto-negativo-della-kia-ceed-1-4-sw-bifuel.6278/page-3,2009-07-08 00:00:00,Admin,'ops scusa!!',Scuse accettate :thumbup: ,,,,,,,,,,,,,,
Alfa Romeo MiTo (Topic Ufficiale - 2008),https://www.autopareri.com/forums/topic/27704-alfa-romeo-mito-topic-ufficiale-2008?&page=456#comments,2008-05-29 18:38:15,Tommitel,,...sapete che ho apprezzato l'interno della Mito fin dalle prime fotospy... ... ...ma diciamocelo....... ...così... http://img138.imageshack.us/img138/56/mitopogressive1mv6.jpg ...è proprio brutto.... ,,,,,,,,,,,,,,
Nuovo audista,https://forum.quattroruote.it/threads/nuovo-audista.109127/page-2,2017-03-09 00:00:00,mumm121,'Mum hai la trazione ultra?',Assolutamente no.Non l'avrei mai acquistata con la Ultra. ,,,,,,,,,,,,,,
Salvatela o vendetela,https://forum.quattroruote.it/threads/salvatela-o-vendetela.119957/page-31,2019-01-24 00:00:00,danilorse,'A Come spiegato n. Volte quasi impossibile farlo su base giorgio... Ma chi non vuol capire...',Tu sei un ingegnere Fca per dire cio' ? ..... altrimenti non capisco cosa l'hanno fatto a fare Giorgio. Da una parte si dice che non puo' essere allungato per macchine piu' grandi di Giulia e Stelvio dall'altra non puo' essere accorciato. Io penso che se lo si inizia a condivere anche con altri progetti i costi inizierebbero a scendere e lo vedrei perfetto per la C-suv lunga 445cm larga 185 e alta 160. .... tutto il resto e' noia e banalita' che e' gia' proposto in mille salse dalla concorrenza ! ! ,,,,,,,,,,,,,,
[CHN] Fiat Viaggio 2012,https://www.autopareri.com/forums/topic/46949-chn-fiat-viaggio-2012?&page=16#comments,2012-04-15 12:08:56,JackSEWing,,"vorrei andare un pò controtendenza io preferisco che questa auto se ne stia li. che venga prodotta in Cina per la Cina e mercati limitrofi. spero che abbia grande successo e invada tutto l'estremo oriente ma non vorrei vederla proposta in europa. primo perchè appunto è un boomerang di immagine non da poco. come azienda stai lottando per dimostrare che investi e credi nell'Italia e poi servi ai tuoi nemici sul piatto d'argento un arma cosi formidabile ( delocalizzazione e cina nella stessa frase..landini non chiede di meglio ) capisco che una grande azienda se ne deve infischiare di questi dettagli quando pianifica cose così importanti ma l'immagine resta comunque un fattore importantissimo quando vai a vendere un prodotto alla gente. secondo analizzando il mercato auto attuale e le sue tendenze una berlina ""Classica"" non mi pare la scelta più oculata se vuoi incrementare le vendite. che ci si concentri su suv medio/piccoli e altre vetture compatte ma pratiche. la FIAT imho deve ritagliarsi il suo spazio in questo modo. ",,,,,,,,,,,,,,
Fiat Grande Punto (Topic Ufficiale 2006),https://www.autopareri.com/forums/topic/20567-fiat-grande-punto-topic-ufficiale-2006?&page=31#comments,2008-01-04 20:36:12,Betha23,,"Non avete capito un tubo il 1.4 sono tre quello della Punto2 Ypsilon Musa Bravo e co......... quello PDA Starjet della Gpunto ...... e quello ""sportivo"" della 500-panda. Quello della Gpunto non lo fanno più e a listino non c'è nulla....... presumibilmente ci monteranno il vecchio 1.4Fire 95cv di Idea e company ",,,,,,,,,,,,,,
Ci sono nuove GTA in arrivo?,https://www.autopareri.com/forums/topic/747-ci-sono-nuove-gta-in-arrivo,2003-06-17 17:49:16,T a u r u s,,.....147 GTAm Autodelta 2RM 300cv 2004 147 GTA 4RM 280cv 2004 147GTAm Autodelta 4RM 2005 340cv..........156 GTAm Autodelta 300cv 2RM 2003 156 GTA 4RM 280cv 2004 ,,,,,,,,,,,,,,
Cono segnaletico Forum Elettrico anti abusivi stalli di ricarica,https://www.forumelettrico.it/forum/topic4834.html?sid=9b3d6660a00250109c0902db2fb0b90b,2019-03-27 11:20:00,marcober,,"Notavo che il loro uso è ben normato..non so se si possono usare anche in circostanze e finalità diverse da quelle previste.La copertura delle fasce rifrangenti anche parziale non li rende a normaDice che devono essere appesantiti..per assicurare stabilita n ogni condizione..non mi è chiaro se appesantimento è gia ""connaturato"" a certi modelli ( omologati ) o se invece è unamisura da apportare da chi lo installa .Oh..magari è un mio eccesso di zelo...1. Il CONO ( fig. II.396 ) deve essere usato per delimitare ed evidenziare zone di lavoro o operazioni di manutenzione di durata non superiore ai due giorni per il tracciamento di segnaletica orizzontale per indicare le aree interessate da incidenti gli incanalamenti temporanei per posti di blocco la separazione provvisoria di opposti sensi di marcia e delimitazione di ostacoli provvisori. Il cono deve essere costituito da materiali flessibili quali gomma o plastica. È di colore rosso con anelli di colore bianco retroriflettenti le dimensioni nelle tre versioni e in tutte le sue parti sono specificate nelle figure. Il cono deve avere una adeguata base di appoggio appesantita dall'interno o dall'esterno per garantirne la stabilità in ogni condizione. La frequenza di posa è di 12 m in rettifilo e di 5 m in curva. Nei centri abitati la spaziatura è dimezzata salvo diversa distanza necessaria per particolari situazioni della strada e del traffico .",,,,,,,,,,,,,,
Problema spia candelette (su Colt did 1.5 ) - è già capitato a qualcuno? Consigli?,https://forum.quattroruote.it/threads/problema-spia-candelette-su-colt-did-1-5-%C3%A8-gi%C3%A0-capitato-a-qualcuno-consigli.17945/,2009-12-14 00:00:00,nova74,'Allora visto che non mi aiutate :lol: mi rispondo da solo: era effettivamente una candeletta bruciata. Per sicurezza le ho fatte cambiare tutte e tre in concessionario (visto che sono posizionate in modo difficilmente raggiungibile e che è maggiore il costo di manodopera che quello delle candelette). Ciao',E bravo giumel così si fà la tua autorisposta sarà utile ad altri. :thumbup: ,,,,,,,,,,,,,,
BMW X3 2017,https://www.autopareri.com/forums/topic/63307-bmw-x3-2017?&page=9#comments,2017-06-26 21:01:46,jameson,,Com'è giusto che sia non 2500€ come hanno sparato su Giulia. ☏ T8-PLUS ☏ ,,,,,,,,,,,,,,
Alfa Romeo Giulietta (Topic Ufficiale - 2009),https://www.autopareri.com/forums/topic/36127-alfa-romeo-giulietta-topic-ufficiale-2009?&page=543#comments,2010-04-02 13:20:18,Mivar,,Scusate ragazzi questo Forum lo reputo il piu' bello tra quelli in circolazione pieni di utenti veramente preparati e professionali nonchè molto divertenti... ...ma è frustrante questa cosa dei mezzi messaggi delle mezze cose dette....credo che alla fine o le cose si dicono per intero oppure è meglio lasciar perdere.... Senza rancore ovviamente. Edit:scusa Duetto80 leggo solo ora il tuo post che aspetti giustamente una conferma. ,,,,,,,,,,,,,,
togliere i cavi dalla batteria per qualche mese su una ypsilon,https://forum.quattroruote.it/threads/togliere-i-cavi-dalla-batteria-per-qualche-mese-su-una-ypsilon.101989/,2016-02-01 00:00:00,larft,'Secondo m se scolleghi la bateri non dovrebbe succedere niente a livello di centralin però... lasciare la macchina ferma per mesi... Non hai nessuno che può farci un giretto una volta alla settimana?',Si azzera solo l'autoradio e poi quando ricollegherai la batteria dovrai inserire il codice numerico che ti hanno dato con il libretto uso e manutenzione per farla funzionare.Ricorda di gonfiare le gomme da 2 2 a 2 8per non deformarle. ,,,,,,,,,,,,,,
Forester MY2019,https://forum.quattroruote.it/threads/forester-my2019.115706/,2018-03-31 00:00:00,Heniadir,,"La serie che sta andando in pensione dovrebbe avere tutto quello che ha la nuova tranne la frenata automatica in retro e sensore di ""distrazione"" interno poi non so se la nuova ha la guida automatica in autostrada in teoria dovrebbe averla visto che nella Levorg attuale c'e' poi se piace il nuovo rispetto al ""vecchio"" si va di nuovo senza pensarci ^_^ ",,,,,,,,,,,,,,
26-27000€,https://www.bmwpassion.com/forum/threads/26-27000%E2%82%AC.14649/,2004-04-20 00:00:00,Davide,,Ditemi cosa prendereste voi con 26-27000€ disponibili. Dev'essere un'auto nuova ( al massimo km0 ) non BMW ( la scelta in caso di BMW è la 118i ) e possibilmente a benzina. ,,,,,,,,,,,,,,
Mondiale F.1 - GP di Monaco,https://forum.quattroruote.it/threads/mondiale-f-1-gp-di-monaco.116688/page-15,2018-05-28 00:00:00,gbortolo,'voi come vedete per il proseguo del mondiale il ruolo della scuderia Austriaca?',Dipenderà molto dalle prestazioni MB da qui in avanti perché se dovesse recuperare lo stato di forma degli scorsi anni per Ferrari sarebbe un problema al contrario sarà un problema per entrambe. ,,,,,,,,,,,,,,
Alfa Romeo 4C,https://forum.quattroruote.it/threads/alfa-romeo-4c.74909/page-36,2013-06-05 00:00:00,crank,' SI AVRANNO A DISPOSIZIONE PER LA VERSIONE DI SERIE GLI OPTIONALS DELL L.E.?',Alcuni sì altri li terranno solo per la LE. D'altra parte è la prima serie limitata e numerata di un'auto che già di per sè farà pochi numeri. Caratteristiche come le bocchette anteriori o qualche optional in più ne aumentano il valore collezionistico IMO. ,,,,,,,,,,,,,,
provata A5 3.0tdi quattro,https://www.bmwpassion.com/forum/threads/provata-a5-3-0tdi-quattro.48749/page-5,2005-08-09 00:00:00,cruz,,tipo ? ,,,,,,,,,,,,,,
Classe a160 2010,https://forum.quattroruote.it/threads/classe-a160-2010.99161/,2015-09-28 00:00:00,casandreax,,Ciao a tutti volevo chiedere ad i possessori questa auto ha problemi o difetti particolari ? Mi spiego meglio vorrei acquistarne una del 2010 a benzina con 50.000km è un buon affare ? Ci sono dei lavori da eseguire dopo quel chilometraggio ? Grazie ,,,,,,,,,,,,,,
Favolosa KIA VENGA,https://forum.quattroruote.it/threads/favolosa-kia-venga.53439/page-4,2011-08-06 00:00:00,andels06,,"Confermo quanto detto da eloderma stessi ""problemi"" anche con la mia.a freddo strattona in quarta e quinta con un filo di gas consumi che difficilmente scendono sotto i 6 5 anzi in questi giorni col clima acceso si avvicinano ai 7 ! ! ! oltretutto l impianto del clima non mi sembra particolarmente potente...non ho il piede leggerissimo lo ammetto ma la mia vecchia seat altea 2.0 tdi 140cv beveva decisamente meno e aveva ben altre prestazioni ",,,,,,,,,,,,,,
Volante e cera,http://www.porschemania.it/discus/messages/10550/786939.html?1471372788,2016-08-12 21:34:00,carletto356,,Buona serata a tutti. Vorrei sottoporvi due quesiti: ieri ho cambiato il volante Nardi della mia T6 con quello originale lasciatomi dal precedente proprietario. Il dado nel Nardi era serrato molto forte . Ho tiratomolto anche il dado nel volante originale ma a queato punto il volante tende ad essere troppo duro da movimentare. Ho quindi lasciato il dado leggermente tirato e l'ho fissato con il frenafiletti. Vi risulta che debba essere cos\xec oppure manca qualche distanziatore tra volante e piantone ? Smontando il Nardi ho trovato una rondella una molla una rondella curva ed il dado. Quesito numero 2. Al Centro Porsche Classic mi hanno proposto un trattamento per il sottoscocca con la cera che sarei interessato a fare in quanto mi hanno detto che loro lo usano anche su auto che fanno la Winter Marathon senze paura di essere attaccate dal sale. Essendo io un appassionato di Dolomiti ed avendo tempo di girare solo in inverno questo trattamento farebbe propio al caso mio. Voi ne avete sentito parlare ? Buon ferragosto a tutti ! ! }}},,,,,,,,,,,,,,
Fareste la pazzia?,https://www.bmwpassion.com/forum/threads/fareste-la-pazzia.38261/page-2,2004-06-10 00:00:00,DESHI BASARA,'Questa è superiore alla BMW purtroppo per la tedesca',Intanto la Nsx-R è un'altra cosa e molto più recente. E' come dire che un 997 GT3Rs è uguale al 997 liscio: col cavolo che sono uguali.E poi il 430 lasciatelo stare forse non avete le idee chiare di quanto vada. Un 964Rs ad esempio va più di una NSX eppure erano coeve quindi ti potrei dire che già ai tempi c'erano macchine meno potenti ma più prestazionali.Magari globalmente l'NSX è più veloce di un 348 ma già con un 355 la vedo male la differenza di motore da sola è spaventosa e anche come dinamica è due generazioni avanti al 348.Diamo a Cesare quello che è di Cesare cioè che l'NSX è stata una macchina che ha fatto storia e ottimamente costruita. Ma certi paragoni con le sportive odierne lasciamoli perdere. Anche perchè non so qua dentro quanti siano quelli che conoscono così bene l'NSX da poter fare certe affermazioni. ,,,,,,,,,,,,,,
Recensione della Quattroporte su CarAndDriver,https://www.autopareri.com/forums/topic/5978-recensione-della-quattroporte-su-caranddriver,2004-04-05 14:56:47,T a u r u s,,Si ma devi capire che agli americani tradizionalisti ( che e' la clientela della C&amp D ) non piacciono i cambi sequenziali non hanno gradito nessuno nemeno quello Ferrari o l'SMG II BMW sono fanatici dei cambi automoatici che a me non mi piacciono per niente...ed infine gli americani sono abituati a vetture con assetto piu' morbido le BMW MB e Jag vendute negli stati uniti hanno una taratura piu' morbida di quella europea.... Sulla volumetria anche Bentley nella nuova sua 4door derivata dalla GT seguira' l'esempio della Maserati...... Sarebbe meglio ripportare una recensione della rivista sorella focused verso un pubblico piu' sportivo Road and Track .... oppure della autorevole e piu' eurofocused Automobile.....Car and Driver per me e' anche peggio della americanissima Motor Trend.... Quattroporte e' stata scelta come oggetto di design dell'anno su tutte le categorie di prodotto...ed inoltre e' osannato dalle riviste fashion americane...... ,,,,,,,,,,,,,,
Opel Corsa OPC (Topic Ufficiale),https://www.autopareri.com/forums/topic/21339-opel-corsa-opc-topic-ufficiale?&page=7#comments,2007-03-14 19:51:21,ykdg1984,,sulle foto non mi piaceva... ma dall vivo l'ho travata davvero bella Peccato solo che quell rosso stupendi non sia disponibbile... ,,,,,,,,,,,,,,
Kia Sportage (Topic Ufficiale - 2010),https://www.autopareri.com/forums/topic/36943-kia-sportage-topic-ufficiale-2010?&page=487#comments,2011-04-18 20:14:43,Sputnik,,Grazie mille ...Hai anche un MP. ,,,,,,,,,,,,,,
Jeep Renegade 2014,https://www.autopareri.com/forums/topic/56342-jeep-renegade-2014?&page=20#comments,2014-03-03 09:52:42,Guglielmi,,a finire finiranno in usa.. ma credo sia uno degli ultimi mercati per questa.. troppo piccola.. è pensata come worldcar imho.. o meglio.. tutta jeep è pensata per tutto il mondo.. ma in questo caso questa in usa imho la vedono come una mini countyman più offroad con tutti i pregi e i limiti ,,,,,,,,,,,,,,
